Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Log_MonthlyIncome
46,0,1485,18,3,3,87,3,2,3,26314,2,14,3,3,1,19,5,2,10,7,0,8,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.478660241699453
42,0,1368,28,4,4,88,2,2,4,4386,0,11,3,4,3,7,4,4,6,5,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.41715183723601
24,1,1448,1,1,1,62,3,1,2,21972,1,16,3,2,0,6,4,3,5,3,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,8.071843149609158
34,1,296,6,2,4,33,1,1,3,12253,0,16,3,4,1,3,3,2,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.763021309018518
38,0,1490,2,2,4,42,3,1,4,12106,1,23,4,3,1,1,3,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7.440146680662688
40,0,1398,2,4,3,79,3,5,3,13022,0,14,3,4,0,21,2,3,20,15,1,12,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.800457652216584
26,0,1349,23,3,1,90,3,1,4,3032,1,22,4,2,2,3,3,1,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.967973179662935
30,0,1400,3,3,3,53,3,1,4,16734,4,15,3,3,1,9,3,1,5,3,1,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.6487397889562425
29,0,986,3,4,2,93,2,3,3,21526,1,18,3,3,0,10,2,3,10,2,0,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.387314322443542
29,1,408,25,5,3,71,2,1,2,18300,5,16,3,2,0,6,2,4,2,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7.842671474979457
19,1,489,2,2,1,52,2,1,4,18437,1,12,3,3,0,1,3,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,7.84971375760487
30,0,1398,22,4,3,69,3,3,1,2890,0,11,3,3,0,10,3,3,9,8,7,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,9.037533407550814
57,0,210,29,3,1,56,2,4,4,22102,3,12,3,3,1,32,3,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.555276687009526
50,0,1099,29,4,2,88,2,4,3,9314,0,15,3,2,1,28,2,3,27,10,15,7,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9.743729514150925
30,0,1116,2,3,3,49,3,1,4,7181,0,14,3,3,0,12,2,2,11,7,6,7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.84971375760487
60,0,1499,28,3,3,80,2,3,1,2845,4,19,3,4,0,22,5,4,18,13,13,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.236690147298965
47,0,983,2,2,1,65,3,2,4,7389,5,13,3,3,3,20,2,3,5,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.531293315795018
46,0,1009,2,3,1,51,3,4,3,2288,6,13,3,3,0,26,2,1,3,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.790430830243832
35,0,144,22,3,4,46,1,1,3,19225,0,15,3,3,0,6,2,3,5,4,4,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8.350193650720067
54,0,548,8,4,3,42,3,2,3,23428,7,11,3,3,0,19,3,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.237743803890933
34,0,1303,2,4,4,62,2,1,3,8416,3,12,3,3,1,14,3,3,7,3,5,7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.926241523170962
46,0,1125,10,3,3,94,2,3,4,11563,2,19,3,3,1,15,3,3,3,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9.112948025967533
31,0,1274,9,1,3,33,3,3,2,14394,1,25,4,4,1,13,6,4,13,8,0,8,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.273221270015384
33,1,1277,15,1,2,56,3,3,3,24619,7,12,3,4,0,15,2,4,7,6,7,7,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,9.518633568332074
33,1,587,10,1,1,38,1,1,4,6705,7,13,3,1,3,8,2,3,4,3,1,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.134174272137903
30,0,413,7,1,4,57,3,1,2,18398,0,14,3,1,0,4,3,3,3,2,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,8.001019961323651
35,0,1276,16,3,4,72,3,3,3,14295,4,12,3,3,0,10,2,3,8,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8.94023623179847
31,1,534,20,3,1,66,3,3,3,22908,3,12,3,1,0,12,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.192685436737461
34,1,988,23,3,2,43,3,3,1,11533,9,15,3,3,3,11,2,3,3,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.205428327615163
42,0,1474,5,2,2,97,3,1,3,9260,4,17,3,4,1,8,4,3,2,2,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,7.646831391430482
36,0,635,10,4,2,32,3,3,4,15318,1,14,3,4,0,10,3,2,10,3,9,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9.208438564686587
22,1,1368,4,1,3,99,2,1,3,9129,5,16,3,3,0,4,3,3,2,2,1,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,8.267448958304849
48,0,163,2,5,2,37,3,2,4,19658,2,14,3,1,1,14,2,3,9,7,6,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.306965865368573
55,0,1117,18,5,1,83,3,4,2,9873,3,23,4,4,0,37,2,3,10,9,7,7,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.731274729890462
41,0,267,10,2,4,56,3,2,4,13430,7,14,3,4,0,16,3,3,14,3,1,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.737292112544221
35,0,619,1,3,2,85,3,2,3,18659,9,11,3,3,0,15,2,3,11,9,6,9,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.45914025996762
40,0,302,6,3,2,75,3,4,3,20364,7,15,3,3,0,22,3,3,20,6,5,13,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.490846760678869
39,0,443,8,1,3,48,3,1,3,17872,1,11,3,1,1,8,3,3,8,3,0,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.231109840328154
31,0,828,2,1,2,77,3,2,4,8346,4,13,3,3,0,10,2,4,6,5,0,5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,8.792245847467877
42,0,319,24,3,4,56,3,3,1,6950,1,21,4,4,1,10,5,2,10,9,5,8,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,8.91018077801329
45,0,561,2,3,4,61,3,2,2,16177,0,19,3,2,1,9,3,4,8,7,3,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,8.477620416296414
26,1,426,17,4,2,58,3,1,3,22808,0,11,3,2,1,8,2,2,7,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.91644286012226
29,0,232,19,3,4,34,3,2,4,22645,4,12,3,2,2,8,2,4,3,2,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8.35772841676521
33,0,922,1,5,1,95,4,4,3,22578,4,19,3,3,1,10,2,3,6,1,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.691840166360345
31,0,688,7,3,3,44,2,3,4,25291,9,21,4,3,1,10,3,2,5,4,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.355133116877724
18,1,1306,5,3,2,69,3,1,2,8059,1,14,3,4,0,0,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,7.538494999413465
40,0,1094,28,3,3,58,1,3,1,11373,3,15,3,3,1,20,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,9.299541017434485
41,0,509,2,4,1,62,2,2,3,2112,2,17,3,1,0,10,3,3,8,7,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8.826441041782578
26,0,775,29,2,1,45,3,2,3,4267,5,12,3,1,2,8,5,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.36799688505411
35,0,195,1,3,1,80,3,2,3,6698,1,16,3,4,0,5,3,3,5,4,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.48879371689454
34,0,258,21,4,4,74,4,2,4,19921,1,12,3,4,0,10,3,3,10,7,5,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.58260632996447
26,1,471,24,3,3,66,1,1,4,23213,1,18,3,2,0,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,7.75833346749091
37,0,799,1,3,2,59,3,3,4,23848,4,17,3,4,0,12,3,4,6,5,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,8.921591063563978
46,0,1034,18,1,1,86,3,3,3,8984,5,11,3,4,0,28,3,2,2,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.261793653565098
41,0,1276,2,5,2,91,3,4,1,5626,7,16,3,2,1,22,2,3,18,16,11,8,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.716916981452759
37,0,142,9,4,1,69,3,3,2,24666,1,13,3,4,1,9,6,3,9,5,7,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.086476384753796
52,0,956,6,2,4,78,3,2,1,22087,3,12,3,2,2,18,3,3,10,9,6,9,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,8.626585568187433
32,1,1474,11,4,4,60,4,2,3,23914,8,12,3,4,0,6,2,3,4,2,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,8.457018468380168
24,0,535,24,3,4,38,3,1,4,5530,0,13,3,3,2,3,3,3,2,2,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7.783640596221253
38,0,1495,10,3,3,76,3,2,3,22174,3,19,3,3,1,18,4,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.192685436737461
37,0,446,1,4,2,65,3,2,2,15701,6,12,3,2,1,8,2,2,6,5,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.771525284186465
49,0,1245,18,4,4,58,2,5,3,2125,1,17,3,3,1,31,5,3,31,9,0,9,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9.878323578872578
24,0,691,23,3,2,89,4,1,4,21630,1,11,3,2,2,6,3,3,6,5,1,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,7.9105906122564775
26,0,703,28,2,1,66,3,2,2,7428,1,20,4,4,2,6,5,4,5,3,1,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.744009988096744
24,0,823,17,2,4,94,2,1,2,9100,1,21,4,4,1,1,2,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,7.662937850461535
50,0,1246,3,3,1,99,3,5,2,7999,1,11,3,3,1,32,2,3,32,5,10,7,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9.809231816610408
25,0,622,13,1,2,40,3,1,3,26376,1,11,3,3,0,7,1,3,7,4,0,6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7.64826303090192
24,1,1287,7,3,1,55,3,1,3,14168,1,16,3,4,1,6,4,3,6,3,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7.967973179662935
30,1,448,12,4,2,74,2,1,1,14470,1,18,3,3,1,1,2,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7.617759576608505
34,0,254,1,2,2,83,2,1,4,22794,1,13,3,4,1,6,3,3,6,5,1,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,8.195057690895077
31,1,1365,13,4,2,46,3,2,1,11512,2,17,3,3,0,9,2,1,3,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.350902451694811
35,0,538,25,2,1,54,2,2,4,14004,4,14,3,4,0,9,3,3,3,2,0,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,8.211211361793023
31,0,525,6,4,1,66,4,2,4,6219,4,22,4,4,2,13,4,4,7,7,5,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.605387202152153
27,0,798,6,4,1,66,2,1,3,5013,0,12,3,3,2,6,5,2,5,3,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.690743163541872
37,0,558,2,3,4,75,3,2,3,3010,4,11,3,3,1,17,3,2,3,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,9.169830828637973
20,0,959,1,3,4,83,2,1,2,11757,1,13,3,4,0,1,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.950502434808851
42,0,622,2,4,3,81,3,2,4,5718,1,13,3,2,2,10,4,3,10,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.316300249036848
43,0,782,6,4,2,50,2,4,4,2671,4,14,3,3,1,21,3,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,9.718843300372528
38,0,362,1,1,3,43,3,1,1,14561,3,17,3,4,0,8,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.8709295967551425
43,0,1001,9,5,4,72,3,2,3,19627,3,13,3,2,1,10,3,3,8,7,4,7,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,8.644706511715198
48,0,1236,1,4,4,40,2,4,1,17997,7,11,3,1,1,21,3,1,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.642317574624458
44,0,1112,1,4,1,50,2,2,3,26894,4,11,3,2,0,10,1,4,2,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.697178688412643
34,0,204,14,3,3,31,3,1,3,2912,1,18,3,4,2,8,3,3,8,2,0,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7.855544677915663
27,1,1420,2,1,3,85,3,1,1,16346,0,11,3,2,1,5,3,3,4,3,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.020270472819238
21,0,1343,22,1,3,49,3,1,3,24444,1,11,3,3,0,3,2,3,3,2,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,8.145549631783584
44,0,1315,3,4,4,35,3,5,4,9358,4,12,3,1,1,26,2,4,2,2,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,9.878887435667895
22,0,604,6,1,1,69,3,1,3,12145,0,20,4,4,0,3,3,3,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.928045600874777
33,0,1216,8,4,3,39,3,2,3,20431,0,12,3,4,0,6,3,3,5,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.868554040531201
32,0,646,9,4,1,92,3,2,4,18089,1,12,3,4,1,6,2,2,6,4,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8.751949058058614
30,0,160,3,3,3,71,3,1,3,22653,1,20,4,3,1,1,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.642044402873258
53,0,238,1,1,4,34,3,2,1,7507,7,20,4,4,0,18,2,4,14,7,8,10,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.033841828485016
34,0,1397,1,5,2,42,3,1,4,7660,1,12,3,4,1,10,4,2,10,9,8,8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.898039690764619
45,1,306,26,4,1,100,3,2,1,5630,2,14,3,4,2,5,4,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.363342466597977
26,0,991,6,3,3,71,3,1,4,17759,1,13,3,3,1,3,2,3,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7.886081401775745
37,0,482,3,3,3,36,3,3,3,9606,1,15,3,3,1,10,2,3,10,7,7,8,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,9.152181457802651
29,0,1176,3,2,2,62,3,2,3,3487,1,14,3,1,1,6,5,2,6,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.62371303479391
35,0,1017,6,4,2,82,1,2,4,19368,1,13,3,2,0,17,3,3,17,11,11,8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.801920904041582
33,0,1296,6,3,3,30,3,2,4,5335,3,23,4,3,1,15,2,1,13,11,4,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.952346543226227
54,0,397,19,4,3,88,3,3,2,6729,2,15,3,3,1,16,1,4,9,7,7,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9.280425979542871
36,0,913,9,2,2,48,2,2,2,13934,2,11,3,3,1,13,2,3,3,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9.087946723762116
27,0,1115,3,4,1,54,2,1,4,15174,0,13,3,4,0,5,0,3,4,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.6236419465115715
20,1,1362,10,1,4,32,3,1,3,26999,1,11,3,4,0,1,5,3,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,6.917705609835305
33,1,1076,3,3,1,70,3,1,1,3164,1,11,3,1,0,10,3,3,10,8,9,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,8.116417072794205
35,0,727,3,3,3,41,2,1,3,16900,1,18,3,3,2,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.156176637480615
23,0,885,4,3,1,58,4,1,1,8544,2,16,3,1,1,5,3,4,3,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.944492163932159
25,0,810,8,3,4,57,4,2,2,15678,0,22,4,3,1,4,4,3,3,2,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.48714627006394
38,0,243,7,4,4,46,2,2,4,7791,0,20,4,1,0,8,2,3,7,7,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.301273485191347
29,0,806,1,4,2,76,1,1,4,18959,1,18,3,4,1,10,5,3,10,7,2,8,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.908754738783246
48,0,817,2,1,2,56,4,2,2,18597,3,12,3,4,0,12,3,3,2,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9.002208578282412
27,0,1410,3,1,4,71,4,2,4,16673,1,20,4,2,2,6,3,3,6,5,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.444192298531748
37,0,1225,10,2,4,80,4,1,4,15232,3,17,3,1,0,4,2,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.45126704130007
50,0,1207,28,1,4,74,4,1,3,3297,1,11,3,3,3,20,3,3,20,8,3,8,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,8.07775756373692
34,0,1442,9,3,4,46,2,3,2,17654,1,14,3,2,0,9,3,4,8,7,7,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.06207235530708
24,1,693,3,2,1,65,3,2,3,24785,9,14,3,1,0,4,3,3,2,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.429017500512511
39,0,408,2,4,4,80,2,2,3,20978,1,11,3,1,0,20,4,3,20,7,11,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.423761246623686
32,0,929,10,3,4,55,3,2,4,21703,1,12,3,4,0,10,2,2,10,7,0,8,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.593598522618644
50,1,562,8,2,2,50,3,2,3,23452,3,14,3,1,1,18,4,3,4,3,1,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,8.824236617346639
38,0,827,1,4,2,33,4,2,4,19383,0,13,3,3,0,10,4,2,9,7,1,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.939318740417509
27,0,608,1,2,3,68,3,3,1,6009,1,11,3,4,0,9,3,3,9,7,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.910990494656719
32,0,1018,3,2,3,39,3,3,4,19373,3,15,3,4,0,10,6,3,7,7,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.320091235935301
47,0,703,14,4,4,42,3,2,1,11825,2,12,3,4,0,20,2,3,7,7,1,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.509362612301048
40,0,580,5,4,4,48,2,3,1,23772,5,21,4,3,1,20,2,3,18,13,1,12,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,9.256842205627603
53,0,970,7,3,3,59,4,4,3,13514,3,19,3,3,0,32,3,3,5,1,1,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.603395460007665
41,0,427,10,4,2,73,2,5,4,8861,3,15,3,2,3,23,2,2,21,6,12,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.859640152755851
60,0,1179,16,4,1,84,3,2,1,11924,8,14,3,4,0,10,1,3,2,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.595264726836392
27,0,294,10,2,4,32,3,3,1,4809,1,21,4,3,2,9,4,2,9,7,1,7,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.081824949740755
41,0,314,1,3,4,59,2,5,3,19562,1,12,3,2,1,22,3,3,22,7,2,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9.862144589001746
50,0,316,8,4,4,54,3,1,2,9983,7,15,3,4,1,4,2,3,2,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,8.262558973010657
28,1,654,1,2,1,67,1,1,2,3872,7,13,3,4,0,10,4,3,7,7,3,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7.7039102096163115
36,0,427,8,3,1,63,4,3,1,20335,9,14,3,1,1,10,2,3,8,7,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9.368539986649727
38,0,168,1,3,3,81,3,3,3,15397,4,14,3,4,0,10,4,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8.969796305981806
44,0,381,24,3,1,49,1,1,3,2104,2,14,3,3,0,9,5,3,5,2,1,4,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8.21851757748959
47,0,217,3,3,4,49,3,4,3,10225,9,12,3,4,2,28,2,2,22,2,11,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.530320210727126
30,0,501,27,5,3,99,3,2,4,25275,7,23,4,4,1,10,2,2,8,7,7,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.576405051048084
29,0,1396,10,3,3,99,3,1,3,2755,1,11,3,3,0,1,6,3,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.879669914604289
42,1,933,19,3,3,57,4,1,3,20366,6,12,3,4,0,7,2,3,2,2,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.9229859587111955
43,0,775,15,3,4,47,2,2,4,23683,3,18,3,3,1,7,5,3,2,2,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.825412915085566
34,0,970,8,2,2,96,3,2,3,7360,3,11,3,4,0,10,2,3,5,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.723068501163928
23,0,650,9,1,2,37,3,1,1,4344,1,14,3,4,1,5,2,4,4,3,0,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.824445930877619
