Attrition,Age,MonthlyIncome,DistanceFromHome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,NumCompaniesWorked,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,StockOptionLevel,JobRole,OverTime,BusinessTravel,Department,MaritalStatus,EducationField
No,32,6524,5,10,10,8,3,5,1,2,3,2,3,1,Sales Executive,No,Travel_Frequently,Sales,Married,Life Sciences
No,38,2899,9,3,2,2,2,1,0,1,2,2,3,1,Sales Representative,No,Travel_Rarely,Sales,Married,Marketing
No,42,5231,3,17,5,3,3,1,2,2,4,4,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,31,2356,11,8,6,4,2,0,3,1,3,4,3,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,29,2800,1,5,3,2,2,0,6,1,2,3,3,3,Sales Representative,Yes,Travel_Rarely,Sales,Divorced,Medical
No,53,11836,8,28,2,0,2,2,5,4,3,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,35,10903,25,16,13,10,8,4,3,3,2,2,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,37,2973,21,10,5,4,0,0,5,1,3,4,3,1,Sales Representative,No,Travel_Frequently,Sales,Married,Medical
No,53,14275,23,33,12,9,8,3,6,4,3,4,3,0,Research Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,43,5562,1,12,5,2,2,2,4,2,3,4,3,1,Healthcare Representative,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,47,4537,2,8,7,6,7,7,0,2,3,4,4,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Marketing
No,37,7642,19,10,10,0,9,0,1,3,3,2,3,0,Sales Executive,Yes,Non-Travel,Sales,Single,Medical
No,50,17924,2,31,31,6,7,14,1,4,3,1,3,1,Manager,No,Non-Travel,Research & Development,Divorced,Life Sciences
No,39,5204,2,13,5,4,4,0,8,2,2,4,3,2,Human Resources,No,Travel_Rarely,Human Resources,Married,Life Sciences
No,33,2277,3,7,4,3,3,0,3,1,3,2,3,1,Human Resources,Yes,Travel_Rarely,Human Resources,Divorced,Human Resources
Yes,32,2795,25,1,1,0,1,0,1,1,3,4,4,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,29,2532,7,8,4,3,3,0,6,1,2,4,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Medical
No,44,2559,9,8,8,7,1,7,1,1,3,1,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,28,4908,5,4,4,2,2,0,1,2,3,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
Yes,58,2380,2,3,1,0,0,0,9,1,2,4,3,1,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,43,4765,8,4,1,0,0,0,4,2,3,2,4,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
Yes,20,2044,2,2,2,2,2,0,1,1,2,3,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Medical
Yes,21,2693,18,1,1,0,0,0,1,1,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Other
No,36,6586,14,17,16,8,11,4,0,2,3,4,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,47,3294,2,3,3,2,2,1,1,1,2,4,3,0,Sales Representative,Yes,Travel_Rarely,Sales,Single,Life Sciences
Yes,22,4171,3,4,3,2,2,0,0,2,3,3,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,41,2778,2,10,7,7,0,1,4,1,1,4,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,28,2377,9,6,2,2,2,2,5,1,3,3,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Medical
Yes,39,2404,6,8,2,2,2,2,7,1,3,1,4,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Medical
No,27,2318,4,1,1,1,0,0,1,1,3,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,34,2008,10,1,1,0,0,1,1,1,3,2,3,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,42,6244,14,10,5,4,3,0,7,2,2,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,33,2799,1,6,3,2,2,0,3,1,2,1,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Other
No,58,10552,5,24,6,0,4,0,2,3,2,2,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,31,2329,7,13,7,7,2,5,3,1,2,3,3,0,Sales Representative,No,Travel_Rarely,Sales,Married,Life Sciences
No,35,4014,21,10,10,6,7,0,1,2,3,4,4,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,49,7403,8,29,26,9,7,1,4,3,3,2,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Other
No,48,2259,20,13,0,0,0,0,4,1,3,3,3,2,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,31,6932,20,9,9,8,0,0,1,2,3,3,3,1,Sales Executive,No,Non-Travel,Sales,Married,Marketing
No,36,4678,7,8,6,2,1,0,2,1,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Other
No,38,13582,1,15,15,12,11,5,1,3,3,1,3,1,Research Director,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,32,2332,1,5,3,0,2,0,6,1,2,2,4,0,Laboratory Technician,No,Non-Travel,Research & Development,Married,Life Sciences
Yes,25,2413,19,1,1,0,0,0,1,1,2,2,3,3,Sales Representative,Yes,Travel_Rarely,Sales,Married,Marketing
No,40,9705,10,11,1,0,0,0,2,3,2,2,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
No,26,4294,1,7,7,7,7,0,1,2,2,1,3,0,Sales Executive,No,Travel_Frequently,Sales,Single,Medical
No,41,4721,6,20,18,13,17,2,2,1,3,1,3,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Single,Medical
No,36,2519,2,16,11,8,9,3,4,1,3,3,4,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Medical
Yes,19,2121,21,1,1,0,0,0,1,1,2,2,3,0,Sales Representative,Yes,Travel_Rarely,Sales,Single,Other
Yes,20,2973,4,1,1,0,0,0,1,1,3,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,31,5855,12,10,9,7,5,8,0,2,3,4,3,2,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Medical
No,40,3617,9,3,1,1,0,0,8,1,3,2,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Divorced,Medical
No,32,6725,3,8,8,7,3,6,1,2,3,1,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Medical
Yes,36,10325,3,16,16,7,7,3,1,3,2,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Life Sciences
No,33,6949,1,6,5,0,4,1,0,2,2,4,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
Yes,37,10609,1,17,14,1,7,11,5,3,2,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,45,4447,4,9,9,7,8,0,1,2,3,2,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Married,Life Sciences
No,29,2157,20,3,3,1,2,0,1,1,3,4,3,1,Sales Representative,No,Travel_Frequently,Sales,Married,Technical Degree
No,35,4601,18,5,5,2,0,1,1,2,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Married,Medical
No,52,17099,1,26,9,8,8,7,2,4,3,4,3,1,Manager,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,58,2479,2,7,1,0,0,0,4,1,3,3,4,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,53,14852,2,22,17,13,2,15,6,4,3,3,3,1,Manager,No,Travel_Rarely,Sales,Divorced,Medical
No,30,7264,8,10,8,4,7,7,5,3,3,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Other
No,38,5666,10,6,5,3,3,1,1,2,3,4,3,0,Sales Executive,Yes,Non-Travel,Sales,Single,Technical Degree
No,35,7823,3,12,10,9,8,0,6,3,3,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Life Sciences
No,39,7880,2,9,8,7,7,0,0,3,4,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
Yes,40,13194,24,22,1,0,0,0,4,4,4,2,3,0,Sales Executive,Yes,Non-Travel,Sales,Single,Life Sciences
No,47,5067,16,20,19,10,7,2,1,2,4,3,3,0,Manufacturing Director,Yes,Travel_Frequently,Research & Development,Divorced,Medical
No,36,5079,8,12,7,7,7,0,4,2,3,4,3,2,Sales Executive,No,Non-Travel,Sales,Divorced,Technical Degree
Yes,31,2321,9,4,3,2,2,1,0,1,2,1,4,0,Research Scientist,Yes,Non-Travel,Research & Development,Single,Medical
No,33,17444,17,10,10,8,0,6,1,4,3,3,3,0,Manager,No,Non-Travel,Sales,Single,Life Sciences
Yes,29,2404,10,3,0,0,0,0,6,1,2,1,4,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,33,3452,13,5,3,2,2,0,3,1,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,45,2270,1,8,5,3,2,0,3,1,3,4,3,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Medical
No,50,17399,1,32,5,4,3,1,9,4,3,4,4,1,Research Director,No,Travel_Rarely,Research & Development,Divorced,Medical
No,33,5488,1,6,6,5,2,1,1,2,4,2,3,1,Healthcare Representative,Yes,Travel_Frequently,Research & Development,Married,Other
No,41,19419,9,21,18,16,11,0,2,5,3,3,3,1,Research Director,No,Travel_Frequently,Research & Development,Divorced,Medical
No,27,2811,16,4,2,2,2,2,9,1,3,2,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,45,3633,23,9,9,8,8,0,1,2,3,1,3,1,Laboratory Technician,Yes,Non-Travel,Research & Development,Married,Life Sciences
No,47,4163,4,9,9,0,7,0,1,2,3,4,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Life Sciences
Yes,30,2132,22,7,5,2,1,0,4,1,3,3,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,50,13973,24,22,12,11,5,1,3,4,3,3,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,38,2684,10,3,2,1,2,0,0,1,3,3,3,1,Research Scientist,No,Travel_Frequently,Research & Development,Married,Medical
No,46,10845,7,13,8,7,7,0,6,3,3,3,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Medical
No,24,4377,17,5,4,2,2,3,1,2,2,3,3,2,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Medical
Yes,35,3743,14,5,4,2,2,0,1,1,2,2,4,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Divorced,Other
No,31,4148,1,4,4,3,3,0,1,2,3,1,3,1,Manufacturing Director,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,18,1051,5,0,0,0,0,0,1,1,3,4,3,0,Research Scientist,No,Non-Travel,Research & Development,Single,Life Sciences
No,54,10739,17,22,10,7,8,0,8,3,3,3,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,35,10388,25,16,16,10,1,10,1,3,3,3,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,30,11416,8,9,8,7,7,1,0,3,4,1,3,3,Research Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,20,2600,11,1,1,0,0,0,1,1,2,1,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Medical
Yes,30,2422,5,4,3,2,2,1,0,1,3,2,3,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Medical
No,26,5472,2,8,8,7,3,1,1,2,4,4,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Medical
No,22,2451,8,4,4,3,1,1,1,1,1,1,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,48,4240,6,19,2,2,2,2,2,2,2,3,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,48,10999,4,27,15,11,8,4,7,3,2,3,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,41,5003,7,8,2,2,1,2,6,2,3,3,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Medical
No,39,12742,1,21,21,6,8,11,1,4,2,4,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,27,4227,2,4,3,2,2,2,0,2,3,4,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,35,3917,10,3,3,2,2,1,1,1,3,4,4,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Other
No,42,18303,5,21,1,0,0,0,6,5,3,3,3,0,Manager,No,Travel_Rarely,Sales,Married,Marketing
No,50,2380,9,8,1,0,0,0,4,1,3,4,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,59,13726,2,30,5,3,3,4,3,4,2,4,3,0,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
Yes,37,4777,11,15,1,0,0,0,5,2,1,2,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
No,55,6385,18,17,8,7,7,6,3,2,3,2,3,2,Healthcare Representative,Yes,Travel_Frequently,Research & Development,Married,Medical
No,41,19973,7,21,21,16,10,5,1,5,1,3,4,2,Research Director,No,Non-Travel,Research & Development,Divorced,Life Sciences
No,38,6861,3,19,1,0,0,0,8,2,3,4,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Life Sciences
Yes,26,4969,29,7,2,2,2,2,8,2,1,1,3,0,Sales Executive,No,Non-Travel,Sales,Single,Medical
Yes,52,19845,2,33,32,14,9,6,1,5,1,4,3,1,Manager,No,Travel_Rarely,Sales,Married,Marketing
No,44,13320,28,23,12,11,11,11,3,4,4,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Medical
No,50,6347,1,19,18,7,13,0,0,2,3,3,3,1,Sales Executive,No,Non-Travel,Sales,Married,Life Sciences
Yes,36,2743,16,18,17,13,14,15,1,1,4,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,39,10880,22,21,21,6,8,2,1,3,3,1,3,0,Manufacturing Director,Yes,Travel_Frequently,Research & Development,Single,Medical
No,33,2342,8,3,2,2,2,2,0,1,2,4,3,0,Sales Representative,No,Non-Travel,Sales,Single,Life Sciences
No,45,17650,11,26,9,3,1,1,3,4,3,4,3,1,Manager,No,Travel_Rarely,Sales,Married,Life Sciences
No,32,4025,29,10,8,7,7,7,9,1,3,3,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Medical
No,34,9725,1,16,15,1,9,0,0,2,4,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
No,59,11904,1,14,6,4,4,0,3,3,3,4,3,1,Manager,Yes,Travel_Rarely,Sales,Married,Technical Degree
No,45,2177,24,6,6,3,4,0,1,1,3,2,3,0,Human Resources,No,Travel_Rarely,Human Resources,Single,Medical
No,53,7525,2,30,15,7,12,6,2,3,2,2,3,1,Sales Executive,No,Travel_Frequently,Sales,Married,Marketing
Yes,36,4834,15,9,1,0,0,0,7,2,3,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Other
Yes,26,2042,2,6,3,2,2,1,6,1,3,1,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
No,34,2220,10,1,1,1,0,0,1,1,3,3,3,1,Sales Representative,Yes,Travel_Rarely,Sales,Married,Life Sciences
No,28,1052,10,1,1,0,0,0,1,1,3,2,4,0,Sales Representative,No,Travel_Rarely,Sales,Married,Medical
No,38,2821,3,8,2,2,2,2,3,1,3,3,3,1,Research Scientist,No,Travel_Frequently,Research & Development,Married,Other
No,50,19237,2,29,8,1,7,7,2,5,3,3,3,1,Research Director,Yes,Travel_Rarely,Research & Development,Married,Medical
No,37,4107,3,8,4,3,1,0,3,2,3,2,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Other
No,40,8396,26,8,7,7,5,7,1,2,3,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,26,2007,1,5,5,3,3,1,1,1,2,3,3,2,Research Scientist,No,Travel_Frequently,Research & Development,Divorced,Medical
No,46,19627,1,23,2,2,2,2,9,5,3,4,3,2,Research Director,No,Travel_Rarely,Research & Development,Divorced,Medical
No,54,10686,2,13,9,4,0,7,6,3,2,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,56,2942,9,18,5,4,3,0,2,1,3,3,3,1,Research Scientist,No,Travel_Frequently,Research & Development,Married,Medical
No,36,8858,12,15,14,8,8,7,0,3,2,4,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Medical
No,55,16756,2,31,9,7,2,6,7,4,2,1,3,0,Manager,No,Non-Travel,Research & Development,Single,Medical
No,43,10798,25,18,1,0,0,0,5,3,2,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Medical
Yes,20,2323,9,2,2,2,2,0,1,1,3,4,3,0,Sales Representative,Yes,Travel_Frequently,Sales,Single,Marketing
Yes,21,1416,10,1,1,0,0,1,1,1,2,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,46,4615,8,19,16,13,7,1,8,2,2,1,4,3,Research Scientist,Yes,Travel_Rarely,Research & Development,Divorced,Life Sciences
Yes,51,2461,4,18,10,0,7,2,9,1,3,3,3,3,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,28,8722,24,10,10,7,9,1,1,3,2,1,3,0,Healthcare Representative,No,Non-Travel,Research & Development,Single,Technical Degree
No,26,3955,1,6,5,3,3,1,1,1,2,1,3,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,30,9957,20,7,6,2,2,0,0,2,3,1,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Other
No,41,3376,7,10,10,6,8,0,1,1,4,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,38,8823,17,20,19,9,9,1,0,3,2,3,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,40,10322,20,14,11,10,1,11,4,3,3,4,4,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,27,4621,8,3,3,2,2,1,1,1,1,3,3,3,Laboratory Technician,No,Non-Travel,Research & Development,Married,Life Sciences
No,55,10976,2,23,3,2,2,1,3,3,3,2,3,1,Manufacturing Director,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,28,3660,10,10,8,7,7,1,3,2,3,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Other
Yes,44,10482,1,24,20,6,6,3,9,3,2,1,3,1,Human Resources,No,Travel_Rarely,Human Resources,Married,Medical
No,33,7119,5,9,3,2,2,1,4,3,2,4,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
Yes,35,9582,4,9,8,7,7,4,0,3,3,1,4,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Technical Degree
Yes,33,4508,29,14,13,7,8,3,1,2,2,3,4,0,Research Scientist,No,Travel_Frequently,Research & Development,Single,Medical
No,28,2207,15,4,4,2,2,2,1,1,3,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,34,7756,3,7,6,2,4,0,0,2,3,4,3,0,Healthcare Representative,No,Travel_Frequently,Research & Development,Single,Life Sciences
No,37,6694,10,8,1,0,0,0,2,2,2,4,3,3,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Life Sciences
Yes,25,3691,4,7,7,7,6,5,1,1,3,4,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Technical Degree
Yes,26,2377,21,1,1,1,0,0,1,1,3,3,4,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Medical
Yes,33,2313,25,5,2,2,2,2,4,1,2,2,4,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Medical
No,42,17665,2,23,22,6,7,13,0,4,3,1,3,1,Manager,No,Travel_Rarely,Research & Development,Married,Medical
Yes,28,2596,1,1,1,0,0,0,1,1,2,2,3,2,Laboratory Technician,No,Travel_Frequently,Research & Development,Divorced,Medical
Yes,50,4728,1,5,0,0,0,0,3,2,3,3,3,0,Sales Executive,Yes,Travel_Frequently,Sales,Single,Other
No,33,4302,7,4,3,2,2,0,0,2,3,2,3,1,Sales Executive,No,Travel_Frequently,Sales,Married,Life Sciences
No,34,2979,3,6,0,0,0,0,3,1,2,4,3,3,Research Scientist,No,Non-Travel,Research & Development,Married,Life Sciences
No,48,16885,1,27,5,4,1,2,2,4,4,4,4,0,Manager,No,Non-Travel,Research & Development,Single,Medical
No,45,5593,9,15,15,10,12,4,1,2,2,3,3,1,Sales Executive,No,Non-Travel,Sales,Married,Life Sciences
No,52,10445,7,18,8,6,0,4,7,3,3,2,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,38,8740,10,9,8,7,7,2,0,3,2,3,3,2,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Marketing
No,29,2514,28,11,7,5,7,1,4,1,3,4,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,28,7655,3,10,9,7,7,1,0,3,3,2,3,3,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Medical
No,46,17465,3,23,12,9,9,4,3,4,3,3,3,1,Manager,No,Travel_Rarely,Sales,Married,Marketing
No,38,7351,2,10,1,0,0,0,7,3,3,2,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,43,10820,27,18,8,7,1,0,8,3,3,1,3,1,Manufacturing Director,No,Travel_Frequently,Research & Development,Married,Life Sciences
Yes,39,12169,2,21,18,7,5,11,7,4,3,4,3,3,Healthcare Representative,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,40,19626,14,21,20,7,9,4,1,5,2,3,3,0,Research Director,No,Travel_Rarely,Research & Development,Single,Medical
No,21,2070,1,2,2,2,2,2,1,1,2,2,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Technical Degree
No,39,6782,9,9,5,4,3,0,9,2,3,2,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Life Sciences
No,36,7779,18,18,11,9,9,0,2,2,3,4,4,0,Manufacturing Director,No,Non-Travel,Research & Development,Single,Life Sciences
No,31,2791,20,3,2,2,2,2,0,1,4,4,3,1,Sales Representative,No,Travel_Frequently,Sales,Married,Life Sciences
No,28,3201,2,6,5,3,4,0,0,1,2,2,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,35,4968,11,5,5,2,2,0,1,2,3,4,3,1,Sales Executive,No,Travel_Frequently,Sales,Divorced,Marketing
No,49,13120,8,22,9,8,3,2,6,4,2,2,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Technical Degree
No,34,4033,2,5,3,2,2,0,2,2,3,3,3,0,Manufacturing Director,No,Travel_Frequently,Research & Development,Single,Life Sciences
No,29,3291,10,8,7,5,1,1,0,1,3,2,3,2,Research Scientist,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,42,4272,29,16,1,0,0,0,4,2,1,4,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Medical
No,29,5056,8,10,10,7,2,1,1,2,2,4,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Medical
No,38,2844,1,7,7,6,0,5,1,1,4,3,3,1,Human Resources,No,Travel_Rarely,Human Resources,Married,Human Resources
No,28,2703,6,3,3,1,2,0,1,1,2,3,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Divorced,Life Sciences
Yes,18,1904,8,0,0,0,0,0,1,1,3,3,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Medical
Yes,33,8224,9,6,5,2,3,0,0,2,3,1,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Marketing
No,41,4766,12,6,1,0,0,0,3,1,3,4,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,31,2610,15,2,2,2,2,2,1,1,3,3,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Medical
No,37,5731,25,9,6,2,3,1,7,2,2,4,3,2,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Medical
No,27,2539,6,4,4,2,2,2,1,1,2,3,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,34,5714,9,6,6,5,3,1,1,2,3,3,4,0,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,35,4323,8,6,5,4,4,1,1,1,3,3,3,0,Human Resources,No,Travel_Rarely,Human Resources,Single,Technical Degree
Yes,29,7336,23,11,11,8,10,3,1,3,2,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,40,13499,9,20,18,7,13,2,9,3,3,3,3,0,Research Director,No,Travel_Frequently,Research & Development,Single,Medical
Yes,42,13758,12,22,21,9,14,13,0,4,3,1,3,0,Sales Executive,Yes,Travel_Frequently,Sales,Single,Life Sciences
No,42,5155,4,9,6,4,5,1,7,2,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,35,2258,1,10,8,0,7,1,6,1,2,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,24,3597,24,6,4,3,2,1,8,1,3,2,4,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Medical
Yes,28,2515,12,1,1,1,0,0,1,1,3,4,3,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,26,4420,3,8,8,7,7,0,1,1,4,4,4,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,30,6578,10,10,10,3,4,1,1,2,2,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,40,4422,26,16,1,1,0,0,3,2,2,4,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Married,Medical
No,35,10274,2,15,7,7,4,6,2,3,2,2,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,34,5343,1,14,13,9,9,4,0,2,2,1,4,0,Healthcare Representative,No,Travel_Frequently,Research & Development,Single,Medical
No,35,2376,4,2,2,2,2,2,1,1,2,4,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Other
Yes,43,5346,9,7,4,3,3,1,8,2,1,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,32,2827,2,1,1,0,0,0,1,1,3,1,3,3,Sales Representative,No,Non-Travel,Sales,Divorced,Life Sciences
No,56,19943,4,28,5,2,2,4,4,5,3,1,3,1,Manager,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,29,3131,6,10,10,8,8,0,1,1,3,4,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,19,2552,9,1,1,1,0,0,1,1,3,1,4,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
